Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[individual]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[genotype]	Characteristics[organism part]	Characteristics[sample group]	Characteristics[injury]	Characteristics[disease]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Performer	Protocol REF	Performer	Derived Array Data File	Factor Value[stimulus]	Factor Value[disease]	Factor Value[sample group]
CDL_0011	ERS18270137	SAMEA115289858	Mus musculus	C57BL/6J	CDL_0011	22	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_HC	control (olive oil)	normal	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0011	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0011	sequencing assay	ERX12028551	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_011_S110903_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_011_S110903_1.fastq.gz	ERR12654220	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/020/ERR12654220/ERR12654220.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	control (olive oil)	normal	CCL4_HC
CDL_0011	ERS18270137	SAMEA115289858	Mus musculus	C57BL/6J	CDL_0011	22	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_HC	control (olive oil)	normal	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0011	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0011	sequencing assay	ERX12028551	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_011_S110903_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_011_S110903_1.fastq.gz	ERR12654221	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/021/ERR12654221/ERR12654221.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	control (olive oil)	normal	CCL4_HC
CDL_0036	ERS18270138	SAMEA115289859	Mus musculus	C57BL/6J	CDL_0036	22	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_CIR	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0036	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0036	sequencing assay	ERX12028552	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_036_2_S110902_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_036_2_S110902_1.fastq.gz	ERR12654222	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/022/ERR12654222/ERR12654222.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_CIR
CDL_0036	ERS18270138	SAMEA115289859	Mus musculus	C57BL/6J	CDL_0036	22	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_CIR	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0036	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0036	sequencing assay	ERX12028552	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_036_2_S110902_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_036_2_S110902_1.fastq.gz	ERR12654223	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/023/ERR12654223/ERR12654223.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_CIR
CDL_0037	ERS18270139	SAMEA115289860	Mus musculus	C57BL/6J	CDL_0037	22	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_CIR	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0037	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0037	sequencing assay	ERX12028553	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_037_S110905_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_037_S110905_1.fastq.gz	ERR12654224	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/024/ERR12654224/ERR12654224.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_CIR
CDL_0037	ERS18270139	SAMEA115289860	Mus musculus	C57BL/6J	CDL_0037	22	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_CIR	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0037	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0037	sequencing assay	ERX12028553	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_037_S110905_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_037_S110905_1.fastq.gz	ERR12654225	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/025/ERR12654225/ERR12654225.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_CIR
CDL_0038	ERS18270140	SAMEA115289861	Mus musculus	C57BL/6J	CDL_0038	22	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_CIR	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0038	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0038	sequencing assay	ERX12028554	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_038_S110904_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_038_S110904_1.fastq.gz	ERR12654226	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/026/ERR12654226/ERR12654226.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_CIR
CDL_0038	ERS18270140	SAMEA115289861	Mus musculus	C57BL/6J	CDL_0038	22	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_CIR	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0038	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0038	sequencing assay	ERX12028554	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_038_S110904_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_038_S110904_1.fastq.gz	ERR12654227	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/027/ERR12654227/ERR12654227.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_CIR
CDL_0039	ERS18270141	SAMEA115289862	Mus musculus	C57BL/6J	CDL_0039	22	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_CIR	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0039	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0039	sequencing assay	ERX12028555	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_039_S110907_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_039_S110907_1.fastq.gz	ERR12654228	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/028/ERR12654228/ERR12654228.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_CIR
CDL_0039	ERS18270141	SAMEA115289862	Mus musculus	C57BL/6J	CDL_0039	22	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_CIR	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0039	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0039	sequencing assay	ERX12028555	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_039_S110907_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_039_S110907_1.fastq.gz	ERR12654229	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/029/ERR12654229/ERR12654229.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_CIR
CDL_0040	ERS18270142	SAMEA115289863	Mus musculus	C57BL/6J	CDL_0040	22	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_CIR	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0040	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0040	sequencing assay	ERX12028556	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_040_S110906_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_040_S110906_1.fastq.gz	ERR12654230	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/030/ERR12654230/ERR12654230.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_CIR
CDL_0040	ERS18270142	SAMEA115289863	Mus musculus	C57BL/6J	CDL_0040	22	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_CIR	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0040	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0040	sequencing assay	ERX12028556	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_040_S110906_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_040_S110906_1.fastq.gz	ERR12654231	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/031/ERR12654231/ERR12654231.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_CIR
CDL_0041	ERS18270143	SAMEA115289864	Mus musculus	C57BL/6J	CDL_0041	22	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_CIR	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0041	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0041	sequencing assay	ERX12028557	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_041_2_S110909_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_041_2_S110909_1.fastq.gz	ERR12654232	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/032/ERR12654232/ERR12654232.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_CIR
CDL_0041	ERS18270143	SAMEA115289864	Mus musculus	C57BL/6J	CDL_0041	22	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_CIR	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0041	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0041	sequencing assay	ERX12028557	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_041_2_S110909_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_4_CDL_041_2_S110909_1.fastq.gz	ERR12654233	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/033/ERR12654233/ERR12654233.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_CIR
CDL_0044	ERS18270144	SAMEA115289865	Mus musculus	C57BL/6J	CDL_0044	23	week	EFO	UO_0000034	adult	male	wild type genotype	liver	CCL4_R1	CCL4-induced liver injury	liver fibrosis	organism part	P-MTAB-140705	Medical University of Vienna	P-MTAB-140709	Medical University of Vienna	P-MTAB-140706	Medical University of Vienna	P-MTAB-140707	The Biomedical Sequencing Facility	CDL_0044	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	not applicable	RNA-Seq	P-MTAB-140708	The Biomedical Sequencing Facility	CDL_0044	sequencing assay	ERX12028558	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_044_S110908_1.fastq.gz	220330_ST-J00104_0281_AHNJ3FBBXY_3_CDL_044_S110908_1.fastq.gz	ERR12654234	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/034/ERR12654234/ERR12654234.fastq.gz	P-MTAB-140711	The Biomedical Sequencing Facility	P-MTAB-140710	Medical University of Vienna	count_matrix_raw.csv	carbon tetrachloride	liver fibrosis	CCL4_R1
