"Length"	"GC"
"MGP_C57BL6NJ_G0000121"	351	0.518518518518518
"MGP_C57BL6NJ_G0000122"	390	0.520512820512821
"MGP_C57BL6NJ_G0000123"	378	0.494708994708995
"MGP_C57BL6NJ_G0000124"	415	0.496385542168675
"MGP_C57BL6NJ_G0000125"	405	0.496296296296296
"MGP_C57BL6NJ_G0000126"	351	0.507122507122507
"MGP_C57BL6NJ_G0000127"	406	0.497536945812808
"MGP_C57BL6NJ_G0000128"	358	0.491620111731844
"MGP_C57BL6NJ_G0000129"	351	0.49002849002849
"MGP_C57BL6NJ_G0000130"	358	0.511173184357542
"MGP_C57BL6NJ_G0000131"	359	0.495821727019499
"MGP_C57BL6NJ_G0000132"	328	0.521341463414634
"MGP_C57BL6NJ_G0000133"	373	0.517426273458445
"MGP_C57BL6NJ_G0000134"	368	0.508152173913043
"MGP_C57BL6NJ_G0000135"	399	0.506265664160401
"MGP_C57BL6NJ_G0000136"	373	0.512064343163539
"MGP_C57BL6NJ_G0000137"	406	0.507389162561576
"MGP_C57BL6NJ_G0000138"	376	0.481382978723404
"MGP_C57BL6NJ_G0000139"	351	0.521367521367521
"MGP_C57BL6NJ_G0000140"	351	0.515669515669516
"MGP_C57BL6NJ_G0000141"	381	0.469816272965879
"MGP_C57BL6NJ_G0000142"	366	0.494535519125683
"MGP_C57BL6NJ_G0000143"	391	0.480818414322251
"MGP_C57BL6NJ_G0000144"	354	0.435028248587571
"MGP_C57BL6NJ_G0000145"	375	0.490666666666667
"MGP_C57BL6NJ_G0000146"	501	0.497005988023952
"MGP_C57BL6NJ_G0000147"	394	0.467005076142132
"MGP_C57BL6NJ_G0000148"	313	0.469648562300319
"MGP_C57BL6NJ_G0000149"	362	0.447513812154696
"MGP_C57BL6NJ_G0000150"	362	0.464088397790055
"MGP_C57BL6NJ_G0000151"	353	0.46742209631728
"MGP_C57BL6NJ_G0000152"	353	0.45042492917847
"MGP_C57BL6NJ_G0000153"	358	0.480446927374302
"MGP_C57BL6NJ_G0000154"	353	0.481586402266289
"MGP_C57BL6NJ_G0000155"	353	0.46742209631728
"MGP_C57BL6NJ_G0000156"	377	0.46684350132626
"MGP_C57BL6NJ_G0000157"	383	0.498694516971279
"MGP_C57BL6NJ_G0000158"	353	0.470254957507082
"MGP_C57BL6NJ_G0000159"	361	0.473684210526316
"MGP_C57BL6NJ_G0000160"	368	0.459239130434783
"MGP_C57BL6NJ_G0000161"	404	0.487623762376238
"MGP_C57BL6NJ_G0000162"	398	0.494974874371859
"MGP_C57BL6NJ_G0000163"	374	0.502673796791444
"MGP_C57BL6NJ_G0000164"	378	0.439153439153439
"MGP_C57BL6NJ_G0000165"	375	0.472
"MGP_C57BL6NJ_G0000166"	339	0.463126843657817
"MGP_C57BL6NJ_G0000167"	353	0.461756373937677
"MGP_C57BL6NJ_G0000168"	376	0.460106382978723
"MGP_C57BL6NJ_G0000169"	347	0.472622478386167
"MGP_C57BL6NJ_G0000170"	359	0.465181058495822
"MGP_C57BL6NJ_G0000171"	280	0.453571428571429
"MGP_C57BL6NJ_G0000172"	363	0.460055096418733
"MGP_C57BL6NJ_G0000173"	351	0.49002849002849
"MGP_C57BL6NJ_G0000174"	358	0.483240223463687
"MGP_C57BL6NJ_G0000175"	352	0.471590909090909
"MGP_C57BL6NJ_G0000176"	338	0.470414201183432
"MGP_C57BL6NJ_G0000177"	362	0.475138121546961
"MGP_C57BL6NJ_G0000178"	353	0.444759206798867
"MGP_C57BL6NJ_G0000179"	378	0.489417989417989
"MGP_C57BL6NJ_G0000180"	358	0.5
"MGP_C57BL6NJ_G0000181"	358	0.508379888268156
"MGP_C57BL6NJ_G0000182"	358	0.508379888268156
"MGP_C57BL6NJ_G0000183"	358	0.508379888268156
"MGP_C57BL6NJ_G0000184"	286	0.506993006993007
"MGP_C57BL6NJ_G0000185"	336	0.494047619047619
"MGP_C57BL6NJ_G0000186"	394	0.49746192893401
"MGP_C57BL6NJ_G0000187"	358	0.511173184357542
"MGP_C57BL6NJ_G0000188"	655	0.499236641221374
"MGP_C57BL6NJ_G0000189"	373	0.49597855227882
"MGP_C57BL6NJ_G0000190"	352	0.485795454545455
"MGP_C57BL6NJ_G0000191"	360	0.455555555555556
"MGP_C57BL6NJ_G0000192"	377	0.482758620689655
"MGP_C57BL6NJ_G0000193"	401	0.473815461346633
"MGP_C57BL6NJ_G0000194"	385	0.47012987012987
"MGP_C57BL6NJ_G0000195"	379	0.469656992084433
"MGP_C57BL6NJ_G0000196"	347	0.469740634005764
"MGP_C57BL6NJ_G0000197"	347	0.478386167146974
"MGP_C57BL6NJ_G0000198"	347	0.489913544668588
"MGP_C57BL6NJ_G0000199"	359	0.473537604456825
"MGP_C57BL6NJ_G0000200"	344	0.508720930232558
"MGP_C57BL6NJ_G0000201"	362	0.458563535911602
"MGP_C57BL6NJ_G0000202"	365	0.501369863013699
"MGP_C57BL6NJ_G0000203"	365	0.484931506849315
"MGP_C57BL6NJ_G0000204"	366	0.497267759562842
"MGP_C57BL6NJ_G0000205"	368	0.480978260869565
"MGP_C57BL6NJ_G0000206"	370	0.5
"MGP_C57BL6NJ_G0000207"	360	0.477777777777778
"MGP_C57BL6NJ_G0000208"	380	0.484210526315789
"MGP_C57BL6NJ_G0000209"	377	0.488063660477454
"MGP_C57BL6NJ_G0000210"	365	0.482191780821918
"MGP_C57BL6NJ_G0000211"	370	0.494594594594595
"MGP_C57BL6NJ_G0000212"	365	0.476712328767123
"MGP_C57BL6NJ_G0000213"	379	0.482849604221636
"MGP_C57BL6NJ_G0000214"	369	0.476964769647696
"MGP_C57BL6NJ_G0000215"	347	0.475504322766571
"MGP_C57BL6NJ_G0000216"	347	0.475504322766571
"MGP_C57BL6NJ_G0000217"	359	0.476323119777159
"MGP_C57BL6NJ_G0000218"	359	0.52924791086351
"MGP_C57BL6NJ_G0000219"	359	0.515320334261838
"MGP_C57BL6NJ_G0000220"	353	0.524079320113314
"MGP_C57BL6NJ_G0000221"	359	0.526462395543176
"MGP_C57BL6NJ_G0000222"	299	0.518394648829431
"MGP_C57BL6NJ_G0000223"	360	0.516666666666667
"MGP_C57BL6NJ_G0000224"	359	0.512534818941504
"MGP_C57BL6NJ_G0000225"	308	0.506493506493506
"MGP_C57BL6NJ_G0000226"	359	0.50974930362117
"MGP_C57BL6NJ_G0000245"	353	0.504249291784703
"MGP_C57BL6NJ_G0000246"	353	0.498583569405099
"MGP_C57BL6NJ_G0000247"	371	0.474393530997305
"MGP_C57BL6NJ_G0000248"	322	0.475155279503106
"MGP_C57BL6NJ_G0000249"	343	0.457725947521866
"MGP_C57BL6NJ_G0000250"	328	0.442073170731707
"MGP_C57BL6NJ_G0000251"	337	0.483679525222552
"MGP_C57BL6NJ_G0000252"	244	0.491803278688525
"MGP_C57BL6NJ_G0000253"	252	0.5
"MGP_C57BL6NJ_G0000254"	245	0.485714285714286
"MGP_C57BL6NJ_G0000255"	258	0.531007751937985
"MGP_C57BL6NJ_G0000256"	208	0.519230769230769
"MGP_C57BL6NJ_G0000257"	290	0.510344827586207
"MGP_C57BL6NJ_G0000258"	312	0.442307692307692
"MGP_C57BL6NJ_G0000259"	326	0.48159509202454
"MGP_C57BL6NJ_G0000260"	262	0.438931297709924
"MGP_C57BL6NJ_G0000261"	297	0.444444444444444
"MGP_C57BL6NJ_G0000262"	362	0.455801104972376
"MGP_C57BL6NJ_G0000263"	313	0.476038338658147
"MGP_C57BL6NJ_G0000264"	299	0.414715719063545
"MGP_C57BL6NJ_G0000265"	295	0.4
"MGP_C57BL6NJ_G0000266"	329	0.468085106382979
"MGP_C57BL6NJ_G0000267"	362	0.466850828729282
"MGP_C57BL6NJ_G0000268"	276	0.434782608695652
"MGP_C57BL6NJ_G0000269"	294	0.462585034013605
"MGP_C57BL6NJ_G0000270"	348	0.46264367816092
"MGP_C57BL6NJ_G0000271"	295	0.447457627118644
"MGP_C57BL6NJ_G0000272"	291	0.384879725085911
"MGP_C57BL6NJ_G0000273"	291	0.463917525773196
"MGP_C57BL6NJ_G0000274"	378	0.492063492063492
"MGP_C57BL6NJ_G0000275"	302	0.463576158940397
"MGP_C57BL6NJ_G0000276"	298	0.412751677852349
"MGP_C57BL6NJ_G0000277"	299	0.408026755852843
"MGP_C57BL6NJ_G0000278"	293	0.477815699658703
"MGP_C57BL6NJ_G0000279"	355	0.490140845070423
"MGP_C57BL6NJ_G0000280"	350	0.451428571428571
"MGP_C57BL6NJ_G0000281"	402	0.492537313432836
"MGP_C57BL6NJ_G0000282"	351	0.47008547008547
"MGP_C57BL6NJ_G0000283"	342	0.470760233918129
"MGP_C57BL6NJ_G0000284"	349	0.472779369627507
"MGP_C57BL6NJ_G0000285"	351	0.464387464387464
"MGP_C57BL6NJ_G0000286"	350	0.48
"MGP_C57BL6NJ_G0000287"	351	0.487179487179487
"MGP_C57BL6NJ_G0000288"	349	0.487106017191977
"MGP_C57BL6NJ_G0000289"	345	0.449275362318841
"MGP_C57BL6NJ_G0000290"	329	0.462006079027356
"MGP_C57BL6NJ_G0000291"	352	0.463068181818182
"MGP_C57BL6NJ_G0000292"	352	0.451704545454545
"MGP_C57BL6NJ_G0000293"	351	0.475783475783476
"MGP_C57BL6NJ_G0000294"	295	0.444067796610169
"MGP_C57BL6NJ_G0000295"	294	0.438775510204082
"MGP_C57BL6NJ_G0000296"	351	0.504273504273504
"MGP_C57BL6NJ_G0000297"	350	0.522857142857143
"MGP_C57BL6NJ_G0000298"	351	0.521367521367521
"MGP_C57BL6NJ_G0000299"	297	0.471380471380471
"MGP_C57BL6NJ_G0000300"	349	0.401146131805158
"MGP_C57BL6NJ_G0000301"	354	0.457627118644068
"MGP_C57BL6NJ_G0000302"	405	0.459259259259259
"MGP_C57BL6NJ_G0000303"	294	0.462585034013605
"MGP_C57BL6NJ_G0000304"	349	0.424068767908309
"MGP_C57BL6NJ_G0000305"	294	0.435374149659864
"MGP_C57BL6NJ_G0000306"	358	0.508379888268156
"MGP_C57BL6NJ_G0000307"	358	0.491620111731844
"MGP_C57BL6NJ_G0000308"	294	0.476190476190476
"MGP_C57BL6NJ_G0000309"	279	0.455197132616487
"MGP_C57BL6NJ_G0000310"	350	0.494285714285714
"MGP_C57BL6NJ_G0000311"	312	0.442307692307692
"MGP_C57BL6NJ_G0000312"	351	0.515669515669516
"MGP_C57BL6NJ_G0000313"	353	0.495750708215297
"MGP_C57BL6NJ_G0000314"	297	0.417508417508417
"MGP_C57BL6NJ_G0000315"	331	0.45619335347432
"MGP_C57BL6NJ_G0000316"	348	0.448275862068966
"MGP_C57BL6NJ_G0000317"	253	0.462450592885375
"MGP_C57BL6NJ_G0000318"	353	0.456090651558074
"MGP_C57BL6NJ_G0000319"	346	0.465317919075145
"MGP_C57BL6NJ_G0000320"	353	0.45042492917847
"MGP_C57BL6NJ_G0000321"	339	0.463126843657817
"MGP_C57BL6NJ_G0000322"	334	0.488023952095808
"MGP_C57BL6NJ_G0000323"	307	0.449511400651466
"MGP_C57BL6NJ_G0000324"	346	0.450867052023121
"MGP_C57BL6NJ_G0000325"	302	0.460264900662252
"MGP_C57BL6NJ_G0000326"	346	0.479768786127168
"MGP_C57BL6NJ_G0000327"	362	0.458563535911602
"MGP_C57BL6NJ_G0000328"	362	0.502762430939227
"MGP_C57BL6NJ_G0000329"	298	0.416107382550336
"MGP_C57BL6NJ_G0000330"	313	0.450479233226837
"MGP_C57BL6NJ_G0000331"	346	0.468208092485549
"MGP_C57BL6NJ_G0000332"	377	0.442970822281167
"MGP_C57BL6NJ_G0000333"	287	0.393728222996516
"MGP_C57BL6NJ_G0000334"	258	0.39922480620155
"MGP_C57BL6NJ_G0000335"	299	0.451505016722408
"MGP_C57BL6NJ_G0000336"	339	0.463126843657817
"MGP_C57BL6NJ_G0000337"	285	0.389473684210526
"MGP_C57BL6NJ_G0000338"	185	0.427027027027027
"MGP_C57BL6NJ_G0000339"	308	0.392857142857143
"MGP_C57BL6NJ_G0000340"	268	0.455223880597015
"MGP_C57BL6NJ_G0000341"	286	0.391608391608392
"MGP_C57BL6NJ_G0000342"	334	0.482035928143713
"MGP_C57BL6NJ_G0000343"	346	0.393063583815029
"MGP_C57BL6NJ_G0000344"	260	0.403846153846154
"MGP_C57BL6NJ_G0000345"	200	0.38
"MGP_C57BL6NJ_G0000346"	347	0.515850144092219
"MGP_C57BL6NJ_G0000347"	200	0.425
"MGP_C57BL6NJ_G0000348"	347	0.394812680115274
"MGP_C57BL6NJ_G0000349"	359	0.473537604456825
"MGP_C57BL6NJ_G0000350"	242	0.433884297520661
"MGP_C57BL6NJ_G0000351"	255	0.431372549019608
"MGP_C57BL6NJ_G0000352"	300	0.406666666666667
"MGP_C57BL6NJ_G0000353"	293	0.409556313993174
"MGP_C57BL6NJ_G0000354"	358	0.508379888268156
"MGP_C57BL6NJ_G0000355"	354	0.454802259887006
"MGP_C57BL6NJ_G0000356"	348	0.439655172413793
"MGP_C57BL6NJ_G0000357"	358	0.483240223463687
"MGP_C57BL6NJ_G0000358"	343	0.393586005830904
"MGP_C57BL6NJ_G0000359"	302	0.390728476821192
"MGP_C57BL6NJ_G0000360"	345	0.492753623188406
"MGP_C57BL6NJ_G0000361"	336	0.410714285714286
"MGP_C57BL6NJ_G0000362"	305	0.386885245901639
"MGP_C57BL6NJ_G0000363"	209	0.38755980861244
"MGP_C57BL6NJ_G0000364"	318	0.40251572327044
"MGP_C57BL6NJ_G0000365"	309	0.385113268608414
"MGP_C57BL6NJ_G0000366"	358	0.502793296089385
"MGP_C57BL6NJ_G0000367"	239	0.393305439330544
"MGP_C57BL6NJ_G0000368"	318	0.39622641509434
"MGP_C57BL6NJ_G0000369"	278	0.446043165467626
"MGP_C57BL6NJ_G0000370"	356	0.474719101123595
"MGP_C57BL6NJ_G0000371"	327	0.467889908256881
"MGP_C57BL6NJ_G0000372"	359	0.459610027855153
"MGP_C57BL6NJ_G0000373"	347	0.46685878962536
"MGP_C57BL6NJ_G0000374"	282	0.411347517730496
"MGP_C57BL6NJ_G0000375"	310	0.474193548387097
"MGP_C57BL6NJ_G0000376"	234	0.465811965811966
"MGP_C57BL6NJ_G0000377"	272	0.466911764705882
"MGP_C57BL6NJ_G0000378"	300	0.476666666666667
"MGP_C57BL6NJ_G0000379"	351	0.461538461538462
"MGP_C57BL6NJ_G0000380"	339	0.513274336283186
"MGP_C57BL6NJ_G0000381"	385	0.498701298701299
"MGP_C57BL6NJ_G0000382"	342	0.5
"MGP_C57BL6NJ_G0000390"	68	0.411764705882353
"MGP_C57BL6NJ_G0000391"	69	0.260869565217391
"MGP_C57BL6NJ_G0000392"	64	0.390625
"MGP_C57BL6NJ_G0000393"	70	0.171428571428571
"MGP_C57BL6NJ_G0000394"	69	0.347826086956522
"MGP_C57BL6NJ_G0000395"	63	0.349206349206349
"MGP_C57BL6NJ_G0000398"	1070	0.342056074766355
"MGP_C57BL6NJ_G0000399"	2819	0.407946080170273
"MGP_C57BL6NJ_G0000400"	2233	0.369905956112853
"MGP_C57BL6NJ_G0000401"	2309	0.386747509744478
"MGP_C57BL6NJ_G0000402"	2057	0.374331550802139
"MGP_C57BL6NJ_G0000403"	2672	0.364895209580838
"MGP_C57BL6NJ_G0000404"	1634	0.364749082007344
"MGP_C57BL6NJ_G0000405"	2351	0.425776265418971
"MGP_C57BL6NJ_G0000406"	1484	0.402291105121294
"MGP_C57BL6NJ_G0000407"	1150	0.419130434782609
"MGP_C57BL6NJ_G0000408"	1111	0.424842484248425
"MGP_C57BL6NJ_G0000409"	2115	0.446808510638298
"MGP_C57BL6NJ_G0000410"	2032	0.361712598425197
"MGP_C57BL6NJ_G0000411"	1799	0.368538076709283
"MGP_C57BL6NJ_G0000412"	2914	0.393617021276596
"MGP_C57BL6NJ_G0000413"	4028	0.375372393247269
"MGP_C57BL6NJ_G0000414"	2532	0.362559241706161
"MGP_C57BL6NJ_G0000415"	3506	0.3562464346834
"MGP_C57BL6NJ_G0000416"	1154	0.347487001733102
"MGP_C57BL6NJ_G0000417"	1050	0.357142857142857
"MGP_C57BL6NJ_G0000418"	3259	0.351027922675667
"MGP_C57BL6NJ_G0000419"	1374	0.616448326055313
"MGP_C57BL6NJ_G0000420"	920	0.38804347826087
"MGP_C57BL6NJ_G0000421"	1722	0.344947735191638
"MGP_C57BL6NJ_G0000422"	2745	0.419672131147541
"MGP_C57BL6NJ_G0000423"	1922	0.397502601456816
"MGP_C57BL6NJ_G0000424"	3039	0.38565317538664
"MGP_C57BL6NJ_G0000425"	2471	0.383245649534601
"MGP_C57BL6NJ_G0000426"	2144	0.377798507462687
"MGP_C57BL6NJ_G0000427"	551	0.430127041742287
"MGP_C57BL6NJ_G0000428"	2253	0.418996893031514
"MGP_C57BL6NJ_G0000429"	1626	0.470479704797048
"MGP_C57BL6NJ_G0000430"	695	0.506474820143885
"MGP_C57BL6NJ_G0000431"	1870	0.442780748663102
"MGP_C57BL6NJ_G0000432"	4628	0.423292999135696
"MGP_C57BL6NJ_G0000433"	2248	0.420818505338078
"MGP_C57BL6NJ_G0000434"	1190	0.468067226890756
"MGP_C57BL6NJ_G0000435"	2249	0.441529568697199
"MGP_C57BL6NJ_G0000436"	3605	0.409708737864078
"MGP_C57BL6NJ_G0000437"	439	0.339407744874715
"MGP_C57BL6NJ_G0000438"	4321	0.39574172645221
"MGP_C57BL6NJ_G0000439"	1533	0.377038486627528
"MGP_C57BL6NJ_G0000440"	3169	0.411486273272326
"MGP_C57BL6NJ_G0000441"	2321	0.37052994398966
"MGP_C57BL6NJ_G0000442"	2980	0.502684563758389
"MGP_C57BL6NJ_G0000443"	827	0.336154776299879
"MGP_C57BL6NJ_G0000444"	2435	0.370841889117043
"MGP_C57BL6NJ_G0000445"	3432	0.371794871794872
"MGP_C57BL6NJ_G0000446"	2092	0.394359464627151
"MGP_C57BL6NJ_G0000447"	2327	0.434035238504512
"MGP_C57BL6NJ_G0000448"	1528	0.367146596858639
"MGP_C57BL6NJ_G0000449"	723	0.615491009681881
"MGP_C57BL6NJ_G0000450"	390	0.597435897435897
"MGP_C57BL6NJ_G0000451"	2800	0.439642857142857
"MGP_C57BL6NJ_G0000452"	1551	0.365570599613153
"MGP_C57BL6NJ_G0000453"	1031	0.346265761396702
"MGP_C57BL6NJ_G0000454"	3375	0.364740740740741
"MGP_C57BL6NJ_G0000455"	3433	0.381590445674337
"MGP_C57BL6NJ_G0000456"	2533	0.388077378602448
"MGP_C57BL6NJ_G0000457"	3105	0.378099838969404
"MGP_C57BL6NJ_G0000458"	3255	0.405529953917051
"MGP_C57BL6NJ_G0000459"	2890	0.348096885813149
"MGP_C57BL6NJ_G0000460"	2943	0.332313965341488
"MGP_C57BL6NJ_G0000461"	3995	0.346683354192741
"MGP_C57BL6NJ_G0000462"	5440	0.381801470588235
"MGP_C57BL6NJ_G0000463"	2542	0.358772619984264
"MGP_C57BL6NJ_G0000464"	3581	0.403518570231779
"MGP_C57BL6NJ_G0000465"	3085	0.369854132901135
"MGP_C57BL6NJ_G0000466"	4550	0.372307692307692
"MGP_C57BL6NJ_G0000467"	3625	0.364689655172414
"MGP_C57BL6NJ_G0000468"	3328	0.30859375
"MGP_C57BL6NJ_G0000469"	1017	0.378564405113078
"MGP_C57BL6NJ_G0000470"	330	0.433333333333333
"MGP_C57BL6NJ_G0000471"	1222	0.427986906710311
"MGP_C57BL6NJ_G0000472"	1514	0.342800528401585
"MGP_C57BL6NJ_G0000473"	2884	0.406033287101248
"MGP_C57BL6NJ_G0000474"	3018	0.378396288933068
"MGP_C57BL6NJ_G0000475"	1809	0.364842454394693
"MGP_C57BL6NJ_G0000476"	1545	0.361165048543689
"MGP_C57BL6NJ_G0000477"	3413	0.354233811895693
"MGP_C57BL6NJ_G0000478"	2470	0.420242914979757
"MGP_C57BL6NJ_G0000479"	5007	0.41322148991412
"MGP_C57BL6NJ_G0000480"	3053	0.408450704225352
"MGP_C57BL6NJ_G0000481"	889	0.575928008998875
"MGP_C57BL6NJ_G0000482"	2314	0.435609334485739
"MGP_C57BL6NJ_G0000483"	341	0.574780058651026
"MGP_C57BL6NJ_G0000484"	1628	0.404791154791155
"MGP_C57BL6NJ_G0000485"	2366	0.406593406593407
"MGP_C57BL6NJ_G0000486"	1652	0.444915254237288
"MGP_C57BL6NJ_G0000487"	2225	0.498426966292135
"MGP_C57BL6NJ_G0000488"	1247	0.455493183640738
"MGP_C57BL6NJ_G0000489"	3036	0.455204216073781
"MGP_C57BL6NJ_G0000490"	1372	0.513848396501458
"MGP_C57BL6NJ_G0000491"	2159	0.506716072255674
"MGP_C57BL6NJ_G0000492"	143	0.48951048951049
